Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Tool Type","Accessory Type","Temperature Range","Voltage","Current","Power - Rated","Includes","For Use With/Related Products","Compatible Tools","Features","Approval Marks","Approved Countries","Nozzle Opening","Air Flow","Color"
http://www.masterappliance.com/content/sites/default/files/simple_products/downloads/Master_Master_Mite_Manual_0.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_50703.jpg,50703-ND,50703,Master Appliance Co,REP HOUS MAST MITE HEAT GUN 2 UT,0,0,"27.58000","0","1","Master-Mite®","Active","-","Housing","-","-","-","-","Housing","-","10008, 10009, 10010","-","-","-","-","-","Red"
//media.digikey.com/pdf/Data%20Sheets/Master%20Appliance%20PDFs/Proheat_Series_Br.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_35267.jpg,MA35267-ND,35267,Master Appliance Co,ATTACHMENT 3"" WELDING HEAT DISC,0,0,"27.78000","0","1","Proheat® Variair® PH","Active","-","Nozzle, Welding Heat Disc","-","-","-","-","-","-","PH-1300, PH-1400, PH-1400WK, PH-1500","2.95"" (75.00mm) Diameter, Polytetrafluoroethylene Coated","-","-","-","-","Gray"
-,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_842.jpg,MA842-ND,842,Master Appliance Co,"CORDSET KIT, 120V, 15A, W/STRAIN",0,0,"28.03000","0","1","-","Active","-","Cordset","-","120V","15A","-","-","-","AH-301, AH-501","3-Wire Grounded","-","-","-","-","Black"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=9-1773447-9_SEC2_APPL_EQUIPMENT&DocType=CS&DocLang=English,-,PR-24A-REFLECTOR-ND,PR-24A-REFLECTOR,TE Connectivity Raychem Cable Protection,PR-24A-REFLECTOR,0,0,"28.26000","0","54","PR","Active","-","Nozzle, Reflector","-","-","-","-","-","Heat Shrink Tubing/Molded Products from 1.38"" up to 2.38""","CV-1981, CV-1983","-","-","-","-","-","-"
http://www.masterappliance.com/content/sites/default/files/simple_products/downloads/Master-Heat-Gun-Instruction-Manual-58221.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_FLD-451.jpg,FLD-451-ND,FLD-451,Master Appliance Co,"FIELD KIT, 120V, INCL. BRUSHHOLD",0,0,"28.38000","0","1","HG, Varitemp® VT, Deluxe Varitemp® VTS","Active","-","Field Kit","-","120V","-","-","Brush Holders","-","HG-201A, HG-301A, HG-501A, HG-501A-C, HG-501A-D, HG-751A-C, HG-751B","-","-","-","-","-","-"
-,-,133-30080-ND,30080,Master Appliance Co,CORDSET KIT 120V 20 AMP (-01),0,0,"28.42533","0","15","HG, Varitemp® VT","Active","-","Cordset","-","120V","20A","-","-","Heat Gun","HG/VT Models","-","cULus","-","-","-","-"
-,-,MA35006-ND,35006,Master Appliance Co,"CORDSET, 230V, BRITISH, INCL. GU",0,0,"28.47000","0","1","HG, Varitemp® VT, Deluxe Varitemp® VTS","Active","-","Cordset","-","220V","-","-","-","-","-","3-Wire Grounded","-","United Kingdom","-","-","Black"
-,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_35219.jpg,MA35219-ND,35219,Master Appliance Co,"CORDSET, 230V, EUROPEAN, INCL. G",0,0,"28.47000","0","1","HG, Varitemp® VT, Deluxe Varitemp® VTS","Active","-","Cordset","-","220V","-","-","-","-","-","3-Wire Grounded","-","Europe","-","-","Black"
-,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_50924.jpg,50924-ND,50924,Master Appliance Co,"CORDSET KIT, 120V, 20A, W/STRAIN",0,0,"28.69000","0","1","Masterflow®","Active","-","Cordset","-","120V","20A","-","-","-","AH-501C, AH-751","3-Wire Grounded","-","-","-","-","Black"
-,-,133-30086-ND,30086,Master Appliance Co,ELEMENT KIT HG-302D 220V,0,0,"28.76467","0","15","HG, Varitemp® VT","Active","-","Heating Element Kit","800°F (427°C)","220V","6A","1320W","-","Heat Gun","HG-302D","-","cULus","-","-","-","-"
-,-,133-30088-ND,30088,Master Appliance Co,ELEMENT KIT HG-202D 220V,0,0,"28.76467","0","15","HG, Varitemp® VT","Active","-","Heating Element Kit","400°F (204°C)","220V","3A","660W","-","Heat Gun","HG-202D","-","cULus","-","-","-","-"
-,-,133-30084-ND,30084,Master Appliance Co,ELMNT KIT HG-502D & VT-752D 220V,0,0,"28.76467","0","15","HG, Varitemp® VT","Active","-","Heating Element Kit","1200°F (649°C)","220V","9A","1980W","-","Heat Gun","HG-502D, VT-752D","-","cULus","-","-","-","-"
http://www.masterappliance.com/content/sites/default/files/simple_products/downloads/Master_HeatBlower_Manual.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_815.jpg,MA815-ND,815,Master Appliance Co,REPL HEATING ELEMENT FOR AH-301,0,0,"28.91000","0","1","Masterflow®","Active","-","Heating Element","300°F (149°C)","120V","-","-","-","-","AH-301","-","-","-","-","-","-"
http://www.masterappliance.com/content/sites/default/files/simple_products/downloads/Master_HeatBlower_Manual.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_815.jpg,MA816-ND,816,Master Appliance Co,REPL HEATING ELEMENT FOR AH-302,0,0,"28.91000","0","1","Masterflow®","Active","-","Heating Element","750°F (399°C)","220/240V","-","-","-","-","AH-302","-","-","-","-","-","-"
http://www.masterappliance.com/content/sites/default/files/simple_products/downloads/Master-Heat-Gun-Instruction-Manual-58221.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_HAS-012K.jpg,HAS-012K-ND,HAS-012K,Master Appliance Co,REPL HEATING ELEMENT FOR HG-202A,0,0,"29.05000","0","1","HG","Active","-","Heating Element","200°F ~ 300°F (93°C ~ 150°C)","220/240V","-","-","-","-","HG-202A","-","-","-","-","-","-"
http://www.masterappliance.com/content/sites/default/files/simple_products/downloads/Master-Heat-Gun-Instruction-Manual-58221.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_HAS-013K.jpg,HAS-013K-ND,HAS-013K,Master Appliance Co,REPL HEATING ELEMENT FOR HG-302A,0,0,"29.05000","0","1","HG","Active","-","Heating Element","300°F ~ 500°F (149°C ~ 260°C)","220/240V","-","-","-","-","HG-302A","-","-","-","-","-","-"
http://www.masterappliance.com/content/sites/default/files/simple_products/downloads/Master-Heat-Gun-Instruction-Manual-58221.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_HAS-013K.jpg,HAS-014K-ND,HAS-014K,Master Appliance Co,REPL HEATING ELEMENT FOR HG-502A,0,0,"29.05000","0","1","HG","Active","-","Heating Element","500°F ~ 750°F (260°C ~ 371°C)","220/240V","-","-","-","-","HG-502A","-","-","-","-","-","-"
http://www.masterappliance.com/content/sites/default/files/simple_products/downloads/Master-Heat-Gun-Instruction-Manual-58221.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_HAS-013K.jpg,HAS-015K-ND,HAS-015K,Master Appliance Co,REPL HEATING ELEMENT FOR HG-751A,0,0,"29.05000","0","1","HG","Active","-","Heating Element","750°F ~ 1000°F (400°C ~ 540°C)","120V","-","-","-","-","HG-751A","-","-","-","-","-","-"
http://www.masterappliance.com/content/sites/default/files/simple_products/downloads/Master-Heat-Gun-Instruction-Manual-58221.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_HAS-013K.jpg,HAS-016K-ND,HAS-016K,Master Appliance Co,REPL HEATING ELEMENT FOR HG-752A,0,0,"29.05000","0","1","HG","Active","-","Heating Element","750°F ~ 1000°F (400°C ~ 540°C)","220/240V","-","-","-","-","HG-752A","-","-","-","-","-","-"
http://www.masterappliance.com/content/sites/default/files/simple_products/downloads/Master-Heat-Gun-Instruction-Manual-58221.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_HAS-013K.jpg,HAS-041K-ND,HAS-041K,Master Appliance Co,REPL HEATING ELEMENT FOR HG-301A,0,0,"29.05000","0","1","HG","Active","-","Heating Element","300°F ~ 500°F (149°C ~ 260°C)","120V","-","-","-","-","HG-301A","-","-","-","-","-","-"
http://www.masterappliance.com/content/sites/default/files/simple_products/downloads/Master-Heat-Gun-Instruction-Manual-58221.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_HAS-013K.jpg,HAS-042K-ND,HAS-042K,Master Appliance Co,REPL HEATING ELEMENT FOR HG-201A,0,0,"29.05000","0","1","HG","Active","-","Heating Element","200°F ~ 300°F (93°C ~ 150°C)","120V","-","-","-","-","HG-201A","-","-","-","-","-","-"
http://www.masterappliance.com/content/sites/default/files/simple_products/downloads/Master-Heat-Gun-Instruction-Manual-58221.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_HAS-013K.jpg,HAS-043K-ND,HAS-043K,Master Appliance Co,REPL HEATING ELEMENT FOR HG-751B,0,0,"29.05000","0","1","HG","Active","-","Heating Element","750°F ~ 1000°F (400°C ~ 540°C)","120V","-","-","-","-","HG-751B","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_35336.jpg,MA35336-ND,35336,Master Appliance Co,NOZZLE GUARD FOR PH-1000 THROUGH,0,0,"29.60000","0","1","Proheat®","Active","-","Nozzle Guard","-","-","-","-","-","-","PH-1000, PH-1100, PH-1200, PH-1200-1, PH-1400, PH-1500","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_MT-51B.jpg,MT-51B-ND,MT-51B,Master Appliance Co,"MICROTORCH, WITH 15/16 OZ CANIST",0,0,"29.70167","0","12","-","Active","Butane Torch, Bench Top","-","2500°F (1371°C)","-","-","-","Torch","-","-","Child Resistant (CPSC Compliant), Refillable Fuel Cell, Safety Lock, Self-Igniting, Windproof","-","-","-","-","Red"
-,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_ML200.jpg,ML200-ND,ML200,Apex Tool Group,MAGNA-LITE BUTANE TABLE TOP TORC,0,0,"29.90000","0","1","Weller®, MAGNA-LITE","Active","Butane Torch, Bench Top","-","2400°F (1316°C)","-","-","-","Torch","-","-","Child Resistant (CPSC Compliant), Refillable Fuel Tank, Self-Igniting","-","-","-","-","Blue"
//media.digikey.com/pdf/Data%20Sheets/Master%20Appliance%20PDFs/Proheat_Series_Br.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_35291.jpg,MA35291-ND,35291,Master Appliance Co,SEAM ROLLER WITH BALL BEARINGS,0,0,"31.00000","0","1","Proheat® Variair® PH","Active","-","Roller","-","-","-","-","-","Plastic Welding","PH-1300, PH-1400, PH-1400WK, PH-1500","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_35229.jpg,35229-ND,35229,Master Appliance Co,"CORDSET KIT, 230V, EUROPEAN, W/S",0,0,"31.82000","0","1","Masterflow®","Active","-","Cordset","-","220/240V","-","-","-","-","AH-302, AH-502, AH-752","-","-","Europe","-","-","Black"
-,-,MA35258-ND,35258,Master Appliance Co,"CORDSET KIT, 230V, BRITISH, W/ST",0,0,"31.82000","0","1","Masterflow®","Active","-","Cordset","-","220V","-","-","-","-","-","3-Wire Grounded","-","United Kingdom","-","-","Black"
//media.digikey.com/pdf/Data%20Sheets/Steinel%20America%20Inc/Heat_Tools_Catalog.pdf,//media.digikey.com/photos/Steinel%20Photos/MFG_71151.jpg,110049859-ND,110049859,Steinel America,TORCH GAS THERMATORCH 20ML,0,0,"32.09000","0","1","ThermaTorch™ 151","Active","Butane Torch, Bench Top","-","2400°F (1316°C)","-","-","-","Torch","-","-","20 ml Refillable Fuel Tank, Adjustable Flame, Child Resistant (CPSC Compliant), Waterproof","-","-","Circular - 0.79"" (20.00mm)","-","Blue"
http://www.masterappliance.com/content/sites/default/files/simple_products/downloads/Master_HeatBlower_Manual.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_837.jpg,MA837-ND,837,Master Appliance Co,HEAT SHRINK NOZZLE,0,0,"32.14000","0","1","Masterflow®","Active","-","Nozzle","-","-","-","-","-","-","AH-501, AH-502, AH-751, AH-752","-","-","-","-","-","Silver"
-,-,133-30082-ND,30082,Master Appliance Co,ELEMENT KIT HG-801D,0,0,"32.15846","0","13","HG, Varitemp® VT","Active","-","Heating Element Kit","1400°F (760°C)","120V","18.5A","2220W","-","Heat Gun","HG-801D","-","cULus","-","-","-","-"
-,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_35000.jpg,MA35000-ND,35000,Master Appliance Co,"SWITCH KIT, 3-POSITION W/DIODE (",0,0,"33.92000","0","1","Proheat®","Active","-","Switch","-","-","-","-","-","-","PH-1100, PH-2100","-","-","-","-","-","Black"
-,-,133-30100-ND,30100,Master Appliance Co,STORAGE CASE MOLDED PLASTIC,0,0,"33.93583","0","12","HG, Varitemp® VT","Active","-","Storage Case","-","-","-","-","-","Heat Gun","HG/VT Models","-","cULus","-","-","-","-"
http://www.steinel.net/Customized/uploads/PDFs/Catalog_Part1.pdf#page=35,-,110049668-ND,110049668,Steinel America,NOZZLE PINPOINT REDUCER,0,0,"34.34000","0","1","-","Active","-","Nozzle, Reduction","-","-","-","-","-","-","HG2310LCD, HG2510ESD, HL1910E, HL2010E","-","-","-","Pinpoint","-","Silver"
http://www.steinel.net/Customized/uploads/PDFs/Catalog_Part1.pdf,//media.digikey.com/photos/Steinel%20Photos/MFG_09037.jpg,110049704-ND,110049704,Steinel America,FEED ROLLER FOR 2300/4000,0,0,"34.45000","0","1","-","Active","-","Roller","-","-","-","-","-","-","HG2300EM, HG4000E","-","-","-","-","-","-"
http://www.steinel.net/Customized/uploads/PDFs/Catalog_Part1.pdf,//media.digikey.com/photos/Steinel%20Photos/MFG_09060.jpg,110049705-ND,110049705,Steinel America,SHARPENER DIAMOND FOR 2300/4000,0,0,"34.45000","0","1","-","Active","-","Diamond Sharpener","-","-","-","-","-","-","HG2300EM, HG4000E","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Master%20Appliance%20PDFs/Master_Appliance_Full_Cat.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_35351.jpg,35351-ND,35351,Master Appliance Co,STORAGE CASE PROHEAT HEATGUNS,0,0,"35.27000","0","1","Proheat® Dualtemp™ PH, LCD PH, Variair® PH, Varitemp® PH","Active","-","Storage Case","-","-","-","-","-","-","PH-1100, PH-1200, PH-1300, PH-1400, PH-1500, PH-2100, PH-2200","-","-","-","-","-","Red"
http://www.masterappliance.com/content/sites/default/files/simple_products/downloads/Master-Heat-Gun-Instruction-Manual-58221.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_ARM-542.jpg,ARM-542-ND,ARM-542,Master Appliance Co,"ARMATURE, WITH RETAINING RINGS",0,0,"35.52000","0","1","HG","Active","-","Armature","-","120V","-","-","Armature, Retaining Rings","-","HG-201A, HG-301A, HG501A, HG-751B","-","-","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=9-1773447-9_SEC2_APPL_EQUIPMENT&DocType=CS&DocLang=English,-,PR-21-REFLECTOR-ND,PR-21-REFLECTOR,TE Connectivity Raychem Cable Protection,PR-21-REFLECTOR,0,0,"35.60341","0","44","PR","Active","-","Nozzle, Reflector","-","-","-","-","-","Heat Shrink Tubing up to 1""","CV-1981, CV-1983","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Master%20Appliance%20PDFs/Master-Mite_Brochure.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_20034.jpg,MA20034-ND,20034,Master Appliance Co,REPLACEMENT HEAT ELEMENT 450WATT,0,0,"35.72000","0","1","Master-Mite®","Active","-","Heating Element","650°F (343°C)","220V","-","450W","-","-","10009, 10276","-","-","-","-","-","Silver"
http://www.masterappliance.com/content/sites/default/files/simple_products/downloads/Master_Master_Mite_Manual_0.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_20160.jpg,20160-ND,20160,Master Appliance Co,"ELEMENT KIT, 240V, 500F, 400W (B",0,0,"35.72000","0","1","Master-Mite®","Active","-","Heating Element","500°F (260°C)","240V","-","400W","-","-","10010","-","-","-","-","-","Blue"
http://www.masterappliance.com/content/sites/default/files/simple_products/downloads/Master_Master_Mite_Manual_0.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_20162.jpg,20162-ND,20162,Master Appliance Co,"ELEMENT KIT, 240V, 800F, 500W (B",0,0,"35.72000","0","1","Master-Mite®","Active","-","Heating Element","800°F (427°C)","240V","-","500W","-","-","10010","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_20160.jpg,MA20012-ND,20012,Master Appliance Co,"ELEMENT KIT, 120V, 500F, 340W (B",0,0,"35.72000","0","1","-","Active","-","Heating Element Kit","500°F (260°C)","120V","-","340W","-","-","10008, 10009","-","-","-","-","-","Blue"
-,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_20162.jpg,MA20014-ND,20014,Master Appliance Co,"ELEMENT KIT, 120V, 800F, 525W (B",0,0,"35.72000","0","1","-","Active","-","Heating Element","800°F (427°C)","120V","-","525W","-","-","10008, 10009","-","-","-","-","-","Black"
-,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_20160.jpg,MA20033-ND,20033,Master Appliance Co,"ELEMENT KIT, 220V, 500F, 400W (B",0,0,"35.72000","0","1","Master-Mite®","Active","-","Heating Element","500°F (260°C)","220V","-","400W","-","-","10008, 10009","ESD Safe","-","-","-","-","Blue"
-,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_20162.jpg,MA20035-ND,20035,Master Appliance Co,"ELEMENT KIT, 220V, 800F, 500W (B",0,0,"35.72000","0","1","-","Active","-","Heating Element","800°F (427°C)","220V","-","500W","-","-","10008, 10009","-","-","-","-","-","Black"
-,-,MA35448-ND,35448,Master Appliance Co,"NOZZLE KIT, W/MICA, SPRING & HAR",0,0,"36.43000","0","1","Proheat® STC PH","Active","-","Nozzle Kit","-","-","-","-","Spring","-","-","-","-","-","-","-","-"
-,-,6966RK-ND,6966RK,Apex Tool Group,KIT REPAIR 6966C,0,0,"36.50000","0","1","Weller®","Active","-","Repair Kit","-","-","-","-","Cone, Ferrule, Switch, Wire Assembly","-","6966C","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Tyco%20Electronics%20Raychem%20PDFs/IR_1759.pdf,-,4-1197635-5-ND,4-1197635-5,TE Connectivity Raychem Cable Protection,LAMP,0,0,"36.78000","0","51","MiniRay","Active","-","Lamp","-","-","-","-","-","-","IR-1759, IR-3104","250W/24V","-","-","-","-","-"
-,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_35245.jpg,MA35245-ND,35245,Master Appliance Co,"ATTACHMENT KIT (A-160-HG, 51543",0,0,"37.41000","0","1","-","Active","-","Nozzle Kit","-","-","-","-","3 Nozzles: 1 Reduction, 1 Reflector, 1 Spreader","-","HG-201AK, HG-301AK, HG-501AK, HG-751BK, VTS-750, VTS-752","-","-","-","-","-","Silver"
http://www.steinel.net/Customized/uploads/PDFs/Catalog_Part1.pdf,//media.digikey.com/photos/Steinel%20Photos/MFG_09080.jpg,110049706-ND,110049706,Steinel America,SCRIBER FOR 2300/4000,0,0,"37.45000","0","1","-","Active","-","Scriber","-","-","-","-","-","-","HG2300EM, HG4000E","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_MT-30.jpg,MAMT-30-ND,MT-30,Master Appliance Co,"MICROTORCH, TABLE TOP",0,0,"37.86000","0","6","-","Active","Butane Torch, Bench Top","-","2500°F (1371°C)","-","-","-","Torch","-","-","Child Resistant (CPSC Compliant), Refillable Fuel Cell, Safety Lock, Self-Igniting, Windproof","-","-","-","-","Red"
-,-,MA35008-ND,35008,Master Appliance Co,"CORDSET, 230V, BRITISH W/GROUND",0,0,"37.94000","0","1","Master-Mite® ESD","Active","-","Cordset","-","220V","-","-","-","-","-","3-Wire Grounded","-","United Kingdom","-","-","Black"
-,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_35239.jpg,MA35239-ND,35239,Master Appliance Co,"CORDSET, 230V, EUROPEAN W/GROUND",0,0,"37.94000","0","1","Master-Mite® ESD","Active","-","Cordset","-","220V","-","-","-","-","-","3-Wire Grounded","-","Europe","-","-","Black"
//media.digikey.com/pdf/Data%20Sheets/Master%20Appliance%20PDFs/Master_Appliance_Full_Cat.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_35337.jpg,MA35337-ND,35337,Master Appliance Co,STC NOZZLE GUARD,0,0,"38.18000","0","1","Proheat® STC PH","Active","-","Nozzle Guard","-","-","-","-","-","Heat Gun","PH-1600, PH-1610","-","-","-","-","-","Silver"
http://www.masterappliance.com/content/sites/default/files/simple_products/downloads/Master_MT_51_Instuctons.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_MT-51H.jpg,MT-51H-ND,MT-51H,Master Appliance Co,MICRTRCH HEAT TIP 1"" SHNK ATTCH,0,0,"38.18583","0","12","Microtorch® MT","Active","Butane Torch, Bench Top","-","2500°F (1371°C)","-","-","-","Torch, 2 Nozzles","-","-","Child Resistant (CPSC Compliant), Hands-Free, Refillable Self-Contained Fuel Tank, Safety Lock, Self-Igniting","CSAus, GS","Germany, United States","-","-","Red"
//media.digikey.com/pdf/Data%20Sheets/Master%20Appliance%20PDFs/Master_Appliance_Full_Cat.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_51013.jpg,51013-ND,51013,Master Appliance Co,"STORAGE CASE, MOLDED PLASTIC (FO",0,0,"38.47000","0","1","-","Active","-","Storage Case","-","-","-","-","-","-","HG201A, HG202A, HG301A, HG302A, HG501x, HG502A, HG751x, HG752A, VT-750C, VT-752C","-","-","-","-","-","Red"
-,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_35218.jpg,MA35218-ND,35218,Master Appliance Co,"SWITCH KIT, MOMENTARY CONTACT (P",0,0,"38.52000","0","1","Proheat®","Active","-","Switch","-","-","-","-","-","-","-","-","-","-","-","-","Black"
http://www.panduit.com/heiler/CatalogCutSheets/KP-HSTT1%20Product%20Page.pdf,-,HSG-P7-ND,HSG-P7,Panduit Corp,HEAT ELEMENT REPLACEMENT,0,0,"38.83000","0","1","-","Active","-","Heating Element","600°F (316°C)","-","-","-","-","-","HSG-115V-650","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_FLD-450.jpg,FLD-450-ND,FLD-450,Master Appliance Co,"FIELD KIT, 230V, INCL. BRUSHHOLD",0,0,"38.87000","0","1","HG, Varitemp® VT, Deluxe Varitemp® VTS","Active","-","Field Kit","-","220/240V","-","-","Brush Holders","-","HG-202A, HG-302A, HG-502A, HG-752A","-","-","-","-","-","-"
http://www.masterappliance.com/content/sites/default/files/simple_products/downloads/Master_HeatBlower_Manual.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_30310.jpg,30310-ND,30310,Master Appliance Co,REPL HEATING ELEMENT FOR AH-501,0,0,"39.05000","0","1","Masterflow®","Active","-","Heating Element","500°F (260°C)","120V","-","-","-","-","AH-501","-","-","-","-","-","-"
http://www.masterappliance.com/content/sites/default/files/simple_products/downloads/Master_HeatBlower_Manual.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_30311.jpg,30311-ND,30311,Master Appliance Co,REPL HEATING ELEMENT FOR AH-502,0,0,"39.05000","0","1","Masterflow®","Active","-","Heating Element","500°F (260°C)","220/240V","-","-","-","-","AH-502","-","-","-","-","-","-"
-,-,35485-ND,35485,Master Appliance Co,"ELEMENT KIT, AH-301, WITH MICA F",0,0,"39.05000","0","1","Masterflow®","Active","-","Heating Element Kit","-","120V","-","-","-","-","AH-301","-","-","-","-","-","-"
-,-,35486-ND,35486,Master Appliance Co,"ELEMENT KIT, AH-302, WITH MICA F",0,0,"39.05000","0","1","-","Active","-","Heating Element Kit","-","-","-","-","-","-","AH-302","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_30312.jpg,MA30312-ND,30312,Master Appliance Co,"ELEMENT KIT, AH-751, WITH MICA",0,0,"39.05000","0","1","-","Active","-","Heating Element Kit","-","-","-","-","-","-","AH-751","-","-","-","-","-","-"
http://www.steinel.net/customized/uploads/PDFs/XX10_Generation_Instructions.pdf,-,110024059-ND,110024059,Steinel America,REPL HOUSING SET W/LABELS 1810S,0,0,"39.52000","0","1","-","Active","-","Housing","-","-","-","-","Housing, Labels","-","HL1810S","-","-","-","-","-","-"
